,Unnamed: 0,rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,geometry,highstreet
16323,295475,05007027200006,E09000007,Camden,Inner London - West,50314063,272,KENTISH TOWN ROAD,LONDON,NW5 2AA,Shops,249,Retail High Street,Retail,31.83,15750.0,2017-04-01 00:00:00+00:00,2017,2021-03,7859.25,AJMER JOHAL & COMPANY LTD,3485.86,True,2010-04-01,4018.0,True,5067195,17714299.0,I,,,CR,,529022.0,185111.0,51.5501482,-0.14054070000000002,1,5210,E,2007-12-21,2018-12-09,2002-10-08,G & B NEWSAGENTS,,,,,,272.0,,,,,,,272.0,,,,,,20400363,1,,,N,osgb1000002298839694,18.0,osgb4000000030250539,5,osgb1000005441541,3,,50314063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2AA,NW5 2AA,S,1S,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (529023.7911760762 185111.3237833641),Fortress
16367,295519,0500702732000B,E09000007,Camden,Inner London - West,102801063,273-275,KENTISH TOWN ROAD,LONDON,NW5 2JS,Banks/Insurance/Building Society Offices & Other A2 Uses,21,Retail Financial & Professional Services,Retail,203.42,68500.0,2017-04-01 00:00:00+00:00,2017,2021-03,35072.0,LLOYDS TSB BANK PLC,16897.03,True,2010-04-01,4018.0,True,5083176,17716223.0,I,,,CR01,,528969.0,184960.0,51.5488032,-0.14136,2,5210,E,2007-12-21,2015-11-20,2002-10-08,LLOYDS BANK PLC,,,,,273-275,,,,,,,,273.0,,275.0,,,,20400363,1,,,N,osgb1000002298770644,14.0,osgb5000005160065188,1,osgb1000005299303,5,,102801063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2LP,NW5 2LP,L,1A,D,,E05000139,,2012-03-19,0,CS1,21.0,,POINT (528970.7893880632 184960.3102858976),Fortress
16411,295563,05007027400012,E09000007,Camden,Inner London - West,2516341000,GND FLR 274,KENTISH TOWN ROAD,LONDON,NW5 2AA,Offices (Inc Computer Centres),203,Office General,Office,42.9,20250.0,2017-04-01 00:00:00+00:00,2017,2021-03,10104.75,DEXTERS LONDON LIMITED,0.0,True,2020-04-01,365.0,True,5160111,50572709.0,I,,,CO01,,529021.0,185116.0,51.5501933,-0.1405533,1,5210,E,2011-07-18,2017-07-30,2011-07-16,ARCHIE SHERMAN ADMINISTRATION LTD,,,,,274A,,,,,,,,274.0,A,,,,,20400363,1,,,,osgb1000002298986739,4.0,osgb4000000030250539,5,osgb1000005441542,3,,2516341000.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2AA,NW5 2AA,S,2L,D,,E05000139,,2012-03-19,0,ML,203.0,,POINT (529022.7901188103 185116.3168916656),Fortress
16455,295607,0500702740012B,E09000007,Camden,Inner London - West,2547777000,1ST & 2ND FLRS 274,KENTISH TOWN ROAD,LONDON,NW5 2AA,Offices (Inc Computer Centres),203,Office General,Office,62.2,17750.0,2017-04-01 00:00:00+00:00,2017,2021-03,8857.25,ARCHIE SHERMAN ADMINISTRATION LIMITED,6720.0,True,2015-04-01,2192.0,True,5198379,,I,2.0,2021-04-16,CO01,5071825.0,529021.0,185117.0,51.5502023,-0.1405529,1,5210,E,2021-04-19,2021-05-25,2021-04-16,,,,,,,,,,,,FIRST AND SECOND FLOORS,,274.0,,,,,,20400363,1,,1ST & 2ND FLOORS,Y,,,osgb4000000030250539,0,osgb1000005441542,3,,2547777000.0,KENTISH TOWN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW5 2AA,,,C,,E05000139,,,0,CO,203.0,,POINT (529022.7924084067 185117.318435633),Fortress
16543,295695,05007027900002,E09000007,Camden,Inner London - West,102802063,GND F 279,KENTISH TOWN ROAD,LONDON,NW5 2JS,Shops,249,Retail High Street,Retail,62.8,27500.0,2017-04-01 00:00:00+00:00,2017,2021-03,13722.5,,,True,2017-04-01,,True,5044292,17715914.0,I,,,CR08,,528969.0,184976.0,51.548947,-0.1413541,2,5210,E,2007-12-21,2017-10-22,2002-10-08,MOBILE PHONE WAREHOUSE,,,,,,279.0,,,,,,,279.0,,,,,,20400363,1,,,N,osgb1000002298770645,17.0,osgb5000005160065188,1,osgb1000005299304,4,,102802063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2JS,NW5 2JS,S,1G,D,,E05000139,,2012-03-19,2,CS,249.0,,POINT (528970.7921171848 184976.3118612904),Fortress
16587,295739,05007028100003,E09000007,Camden,Inner London - West,50519063,281,KENTISH TOWN ROAD,LONDON,NW5 2JS,Shops,249,Retail High Street,Retail,74.61,26750.0,2017-04-01 00:00:00+00:00,2017,2021-03,13348.25,DEON LONDON LTD,3211.8,True,2015-11-29,1950.0,True,5057906,17715911.0,I,,,C,,528972.0,184980.0,51.5489823,-0.1413094,1,5210,E,2007-12-21,2018-12-09,2002-10-08,,,,,,,281.0,,,,,,,281.0,,,,,,20400363,1,,,N,osgb1000002298770647,13.0,osgb5000005160065188,1,osgb1000005299305,5,,50519063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2JS,NW5 2JS,S,1H,D,,E05000139,,2012-03-19,0,CS,249.0,,POINT (528973.791515954 184980.3161234278),Fortress
16631,295783,0500702932950A,E09000007,Camden,Inner London - West,2199356000,BST GND & PT 1ST FLRS 293-295,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Restaurants,234,Retail Restaurants & Cafes,Retail,528.0,115000.0,2017-04-01 00:00:00+00:00,2017,2021-03,58880.0,A & L RESTAURANTS LTD,56545.0,True,2018-04-01,1096.0,True,5160135,17717465.0,I,,,CR07,5083867.0,528979.0,185016.0,51.5493042,-0.1411954,2,5210,E,2011-07-18,2018-12-09,2011-07-16,MCDONALDS RESTAURANTS LTD,,,,,,295.0,,,,,RESTAURANT AND PREMISES AT BASEMENT GROUND AND PART 1ST FLOOR,,293.0,,299.0,,CAMDEN CARERS CENTRE,,20400363,1,,,N,osgb1000002298777526,8.0,osgb4000000030250557,5,osgb1000005304281,4,,2199356000.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,2X,D,,E05000139,,2012-03-19,0,CR,234.0,,POINT (528980.7857104937 185016.3136413408),Fortress
16675,295827,05007029700007,E09000007,Camden,Inner London - West,102804063,GND F 297,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,88.8,35250.0,2017-04-01 00:00:00+00:00,2017,2021-03,17589.75,THE ADMINISTRATORS OF LEISURE WORLD (UK),6185.13,True,2010-04-01,4018.0,True,5109970,17717423.0,I,,,CO01,,528981.0,185024.0,51.54937570000001,-0.1411636,1,5210,E,2007-12-21,2018-11-11,2002-10-08,CASHINO,,,,,,297.0,,,,,,,297.0,,,,,,20400363,1,,,N,osgb1000002298879283,19.0,osgb4000000030355249,5,osgb1000005304280,4,,102804063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,3Y,D,,E05000139,,2012-03-19,0,CS,249.0,,POINT (528982.7883981575 185024.3207782575),Fortress
16719,295871,05007029900013,E09000007,Camden,Inner London - West,1895973000,PT GND FLR 299,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,60.2,23500.0,2017-04-01 00:00:00+00:00,2017,2021-03,11726.5,IMAGO ENTERPRISES LTD,5724.77,True,2010-04-01,4018.0,True,5109971,17717471.0,I,,,CR08,,528983.0,185029.0,51.5494201,-0.1411329,2,5210,E,2007-12-21,2018-12-09,2002-10-08,SNAPPY SNAP,,,,,,299.0,,,,,,,299.0,,,,,,20400363,1,,,N,osgb1000002298880424,13.0,osgb4000000030355249,5,osgb1000005304279,4,,1895973000.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,3Z,D,,E05000139,,2012-03-19,2,CS,249.0,,POINT (528984.7913996377 185029.3123407892),Fortress
16763,295915,05007030120009,E09000007,Camden,Inner London - West,102888063,301-305,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,573.0,121000.0,2017-04-01 00:00:00+00:00,2017,2021-03,61952.0,ICELAND FOODS LIMITED,32379.68,True,2010-04-01,4018.0,True,5083021,52676881.0,I,,,CR08,,528968.0,185042.0,51.5495404,-0.1413444,2,5210,E,2007-12-21,2017-02-12,2002-10-08,ICELAND FOODS PLC,,,,,301-305,,,,,,,,301.0,,305.0,,,,20400363,1,,,N,osgb5000005102150828,4.0,osgb4000000030250557,5,osgb1000005304278,5,,102888063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,5L,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (528969.7878667855 185042.3175973847),Fortress
16807,295959,05007030410033,E09000007,Camden,Inner London - West,103289063,BST & GND FS 304,KENTISH TOWN ROAD,LONDON,NW5 2TH,Offices (Inc Computer Centres),203,Office General,Office,51.5,18750.0,2017-04-01 00:00:00+00:00,2017,2021-03,9356.25,THE NORTH LONDON NETWORK LTD,4567.56,True,2010-04-01,4018.0,True,5058354,17717402.0,I,,,CR08,,529020.0,185243.0,51.5513349,-0.1405212,1,5210,E,2007-12-21,2018-11-11,2002-10-08,MARTYN GERRARD ESTATE AGENTS,,,,,,304.0,,,,,,,304.0,,,,,,20400363,1,,,N,osgb1000002298839625,15.0,osgb4000000030355271,3,osgb1000005441320,3,,103289063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TH,NW5 2TH,S,1A,D,,E05000139,,2012-03-19,0,CO,203.0,,POINT (529021.7882988028 185243.3243425461),Fortress
16851,296003,0500703060000A,E09000007,Camden,Inner London - West,50565063,306,KENTISH TOWN ROAD,LONDON,NW5 2TH,Offices (Inc Computer Centres),203,Office General,Office,63.72,11500.0,2017-04-01 00:00:00+00:00,2017,2021-03,5738.5,WINKWORTH FRANCHISING LTD,3350.36,True,2010-04-01,4018.0,True,5022576,17717412.0,I,,,CR08,,529012.0,185247.0,51.5513726,-0.14063499999999998,1,5210,E,2007-12-21,2020-03-22,2002-10-08,WINKWORTH,,,,,,306.0,,,,,,,306.0,,,,,,20400363,1,,,N,osgb1000002298839624,17.0,osgb5000005256810674,0,osgb1000005441318,3,,50565063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TH,NW5 2TH,S,1B,D,,E05000139,,2012-03-19,0,CO,203.0,,POINT (529013.7921402035 185247.3161836286),Fortress
16895,296047,05007030800001,E09000007,Camden,Inner London - West,50566063,308,KENTISH TOWN ROAD,LONDON,NW5 2TH,Shops,249,Retail High Street,Retail,65.8,18750.0,2019-02-25 00:00:00+00:00,2017,2021-03,9356.25,AMNESTY INTERNATIONAL UNITED KINGDOM SEC,1645.17,True,2019-05-24,678.0,True,5005105,17717411.0,I,,,CR02,,529009.0,185250.0,51.5514003,-0.14067720000000006,2,5210,E,2007-12-21,2020-05-02,2002-10-08,,,,,,,308.0,,,,,,,308.0,,,,,,20400363,1,,,N,osgb1000002298839623,14.0,osgb5000005256810674,0,osgb5000005151686659,2,,50566063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TH,NW5 2TH,S,1D,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (529010.7881765388 185250.3221733901),Fortress
16939,296091,05007031000017,E09000007,Camden,Inner London - West,2532322000,310,KENTISH TOWN ROAD,LONDON,NW5 2TH,Shops,249,Retail High Street,Retail,49.44,18000.0,2017-04-01 00:00:00+00:00,2017,2021-03,8982.0,,,True,2017-04-01,,True,5000683,17717404.0,I,,,CR08,,529008.0,185257.0,51.5514634,-0.140689,1,5210,E,2007-12-21,2020-03-22,2002-10-08,ZAPPEO DRY CLEANERS,,,,,,310.0,,,,,,,310.0,,,,,,20400363,1,,,N,osgb1000002298839622,18.0,osgb5000005256810674,0,osgb1000005441314,3,,2532322000.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TH,NW5 2TH,S,1E,D,,E05000139,,2012-03-19,2,CS,249.0,,POINT (529009.7917308866 185257.3183728402),Fortress
16983,296135,05007031100003,E09000007,Camden,Inner London - West,219486063,GRD F FNT 311,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,60.58,31000.0,2017-04-01 00:00:00+00:00,2017,2021-03,15469.0,GREGGS PLC,7504.44,True,2010-04-01,4018.0,True,5027348,17717454.0,I,,,CR08,,528982.0,185065.0,51.5497439,-0.14113420000000002,2,5210,E,2007-12-21,2017-03-26,2002-10-08,GREGGS THE BAKERS,,,,,,311.0,,,,,,,311.0,,,,,,20400363,1,,,N,osgb1000002298777329,11.0,osgb4000000030250559,2,osgb1000005304275,4,,219486063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,3T,D,,E05000139,,2012-03-19,11,CS,249.0,,POINT (528983.7861981492 185065.3180121591),Fortress
17027,296179,05007031310011,E09000007,Camden,Inner London - West,914725000,GND F 313,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,100.7,36000.0,2017-04-01 00:00:00+00:00,2017,2021-03,17964.0,,,True,2017-04-01,,True,5023682,17717427.0,I,,,CR,,528981.0,185073.0,51.549816,-0.1411456,2,5210,E,2007-12-21,2015-11-20,2002-10-08,B & S DIY,,,,,,313.0,,,,,,,313.0,,,,,,20400363,1,,,N,osgb1000002298777328,14.0,osgb4000000030250559,2,osgb1000005304274,4,,914725000.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,1G,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (528982.7920688094 185073.3157588316),Fortress
17115,296267,0500703191999B,E09000007,Camden,Inner London - West,110742063,GND F 319,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Offices (Inc Computer Centres),203,Office General,Office,88.9,17750.0,2017-04-01 00:00:00+00:00,2017,2021-03,8857.25,TOTE BOOKMAKERS LTD,5204.04,True,2010-04-01,4018.0,True,5109975,17717475.0,I,,,CR09,,528981.0,185090.0,51.5499688,-0.1411394,1,5210,E,2007-12-21,2018-11-11,2002-10-08,BETFRED,,,,,,319.0,,,,,,,319.0,,,,,,20400363,1,,,N,osgb1000002298009361,11.0,osgb4000000030250559,2,osgb1000005304269,5,,110742063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,3W,D,,E05000139,,2012-03-19,0,CO,203.0,,POINT (528982.7901009534 185090.3187049868),Fortress
17203,296355,05007032300003,E09000007,Camden,Inner London - West,102900063,GND F 323,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Restaurants,234,Retail Restaurants & Cafes,Retail,75.74,25500.0,2017-04-01 00:00:00+00:00,2017,2021-03,12724.5,MBPV LTD,951.17,True,2020-02-19,407.0,True,5066687,17717466.0,I,,,CR08,,528990.0,185102.0,51.5500746,-0.1410053,2,5210,E,2007-12-21,2018-01-13,2002-10-08,BEEF & BEER,,,,,,323.0,,,,,,,323.0,,,,,,20400363,1,,,N,osgb1000002298777321,14.0,osgb4000000030250539,5,osgb1000005304266,4,,102900063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,1Q,D,,E05000139,,2012-03-19,1,CR,234.0,,POINT (528991.7883177107 185102.3204034547),Fortress
17247,296399,05007032500005,E09000007,Camden,Inner London - West,102902063,GND F 325,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Cafes,409,Retail Restaurants & Cafes,Retail,127.26,40500.0,2019-04-26 00:00:00+00:00,2017,2021-03,20209.5,STARBUCKS COFFEE COMPANY (UK) LTD,10979.08,True,2019-04-26,706.0,True,5057907,17717469.0,I,,,CR08,,528988.0,185108.0,51.550129,-0.1410319,2,5210,E,2007-12-21,2021-01-16,2002-10-08,,,,,,,325.0,,,,,,,325.0,,,,,,20400363,1,,,N,osgb1000002298777306,20.0,osgb4000000030250539,5,osgb1000005304265,5,,102902063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,1R,D,,E05000139,,2012-03-19,0,CR1,409.0,,POINT (528989.790381965 185108.3230497323),Fortress
17291,296443,05007032700007,E09000007,Camden,Inner London - West,102903063,BST & GND FS 327,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,101.12,30250.0,2017-04-01 00:00:00+00:00,2017,2021-03,15094.75,OXFAM,424.4,True,2010-04-01,4018.0,True,5058345,17717473.0,I,,,CR,,528988.0,185114.0,51.5501829,-0.1410297,2,5210,E,2007-12-21,2020-02-08,2002-10-08,TOLLI ITALIAN PATISSERIE,,,,,,327.0,,,,,,,327.0,,,,,,20400363,1,,,N,osgb1000002298777305,15.0,osgb4000000030250539,5,osgb1000005304264,5,,102903063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,1S,D,,E05000139,,2012-03-19,0,CS,249.0,,POINT (528989.7905755962 185114.3208399457),Fortress
17335,296487,05007032920002,E09000007,Camden,Inner London - West,102905063,1ST 2ND & 3RD FS 333,KENTISH TOWN ROAD,LONDON,NW5 2TJ,"Surgeries, Clinics, Health Centres (Rental Valuation)",437,Other Public,,103.6,16750.0,2017-04-01 00:00:00+00:00,2017,2021-03,8358.25,DR A GHAFARPOUR & DR K AHMADI,6210.0,True,2010-04-01,4018.0,True,5087357,,I,,,CM01,,528980.0,185126.0,51.5502925,-0.1411406,1,5210,E,2007-12-21,2020-02-08,2002-10-08,,,,,,,,,,,,,,333.0,,,,,,20400363,1,,,N,,,osgb4000000030250559,2,osgb1000005304263,4,,102905063.0,KENTISH TOWN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW5 2TJ,,,L,,E05000139,,,2,MH,437.0,,POINT (528981.7921123318 185126.3134351938),Fortress
17407,296559,0500703351001A,E09000007,Camden,Inner London - West,102906063,BST & GND FS 335,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,183.6,44250.0,2017-04-01 00:00:00+00:00,2017,2021-03,22080.75,NERO HOLDINGS LIMITED,356.75,True,2017-03-24,1469.0,True,5014563,54943075.0,I,,,C,,528979.0,185137.0,51.55039160000001,-0.141151,2,5210,E,2007-12-21,2017-12-03,2002-10-08,CAFFE NERO,,,,,,335.0,,,,,,,335.0,,,,,,20400363,1,,,N,,,osgb4000000030250559,2,osgb1000005304262,3,,102906063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,5R,D,,E05000139,,2017-09-22,0,CS,249.0,,POINT (528980.7910184967 185137.3154618625),Fortress
17451,296603,05007033710011,E09000007,Camden,Inner London - West,102982063,BST & GND FS 337,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,188.7,38750.0,2017-04-01 00:00:00+00:00,2017,2021-03,19336.25,FRANCO MANCA 2 UK LTD,10178.28,True,2016-07-15,1721.0,True,5046887,17717432.0,I,,,CR10,,528986.0,185142.0,51.550435,-0.1410483,2,5210,E,2007-12-21,2017-01-01,2002-10-08,,,,,,,337.0,,,,,,,337.0,,,,,,20400363,1,,,N,osgb1000002298777299,15.0,osgb4000000030250539,5,osgb1000005304261,3,,102982063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,1Z,D,,E05000139,,2012-03-19,0,CS,249.0,,POINT (528987.7885484219 185142.3226810885),Fortress
17539,296691,0500703411000A,E09000007,Camden,Inner London - West,223891063,BST GND & REAR MEZZ FS 341,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,329.8,41000.0,2017-04-01 00:00:00+00:00,2017,2021-03,20459.0,CAREBROOK (CAMDEN MARKET) LIMITED,5154.63,True,2010-10-08,3828.0,True,5007068,17717421.0,I,,,CR10,,528993.0,185154.0,51.5505412,-0.140943,1,5210,E,2007-12-21,2018-09-23,2002-10-08,PRET A MANGER,,,,,,341.0,,,,,,,341.0,,,,,,20400363,1,,,N,osgb1000002298777294,17.0,osgb4000000030250539,5,osgb1000005304257,3,,223891063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,2B,D,,E05000139,,2012-03-19,2,CS,249.0,,POINT (528994.7888265043 185154.3181243453),Fortress
17583,296735,05007034310016,E09000007,Camden,Inner London - West,102985063,BST & GND FS 343,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Restaurants,234,Retail Restaurants & Cafes,Retail,119.4,27500.0,2017-04-01 00:00:00+00:00,2017,2021-03,13722.5,,,True,2017-04-01,,True,5002768,17717462.0,I,,,CR08,,528992.0,185159.0,51.5505864,-0.1409556,1,5210,E,2007-12-21,2018-09-23,2002-10-08,GULSHAAN,,,,,,343.0,,,,,,,343.0,,,,,,20400363,1,,,N,osgb1000002298777293,14.0,osgb4000000030250539,5,osgb1000005304256,3,,102985063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,3J,D,,E05000139,,2012-03-19,1,CR,234.0,,POINT (528993.7875209905 185159.322358522),Fortress
17671,296823,05007034700003,E09000007,Camden,Inner London - West,102987063,GND F 347,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Shops,249,Retail High Street,Retail,45.8,23500.0,2017-04-01 00:00:00+00:00,2017,2021-03,11726.5,KLEEN MACHINE DRY CLEANERS LTD,5602.27,True,2010-04-01,4018.0,True,5012120,17717461.0,I,,,CR02,,528994.0,185170.0,51.5506848,-0.1409227,1,5210,E,2007-12-21,2018-12-09,2002-10-08,EXPRESS DRY CLEANERS,,,,,,347.0,,,,,,,347.0,,,,,,20400363,1,,,N,osgb1000002298777579,15.0,osgb4000000031138707,3,osgb1000005304254,8,,102987063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,2E,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (528995.7903491588 185170.3228386024),Fortress
17715,296867,05007036920005,E09000007,Camden,Inner London - West,50613063,369-377,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Car Washes (Stand Alone),45,Industrial General,Industrial,182.3,16750.0,2017-04-01 00:00:00+00:00,2017,2021-03,8358.25,,,True,2017-04-01,,True,5083192,17717431.0,I,,,CR08,,528985.0,185239.0,51.55130689999999,-0.1410271,2,5210,E,2007-12-21,2020-03-22,2002-10-08,CAR VALLETING CENTRE,,,,,369-377,,,,,,,,369.0,,377.0,,,,20400363,1,,,N,osgb1000002298777257,17.0,osgb5000005256810674,0,osgb1000005304408,4,,50613063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,2P,D,,E05000139,,2012-03-19,1,CX,45.0,,POINT (528986.7941344016 185239.3191080327),Fortress
17759,296911,0500703830999B,E09000007,Camden,Inner London - West,837420000,GND F 383,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Cafes,409,Retail Restaurants & Cafes,Retail,59.7,13500.0,2017-04-01 00:00:00+00:00,2017,2021-03,6736.5,,,True,2017-04-01,,True,5069056,17717426.0,I,,,CR08GC,,528959.0,185267.0,51.55156450000001,-0.1413917,2,5210,E,2007-12-21,2020-03-22,2002-10-08,MEMS CAFE & GARDEN,,,,,,383.0,,,,,,,383.0,,,,,,20400363,1,,,N,osgb1000002298777254,20.0,osgb5000005256810676,0,osgb1000005304404,4,,837420000.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,2H,D,,E05000139,,2012-03-19,1,CR1,409.0,,POINT (528960.7890328802 185267.3229934463),Fortress
17847,296999,050070387B0029,E09000007,Camden,Inner London - West,102996063,387B,KENTISH TOWN ROAD,LONDON,NW5 2TJ,Stores,268,Retail High Street,Retail,41.2,6600.0,2017-04-01 00:00:00+00:00,2017,2021-03,3293.4,C A HATHAWAY LTD,480.62,True,2010-04-01,4018.0,True,5109978,56359591.0,I,,,C,,528953.0,185275.0,51.5516377,-0.14147520000000002,1,5210,E,2007-12-21,2021-01-16,2002-10-08,,,,,,387B,,,,,,,,387.0,B,,,,,20400363,1,,,N,,,osgb5000005256810676,0,osgb1000005304402,4,,102996063.0,KENTISH TOWN ROAD,,,KENTISH TOWN ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TJ,NW5 2TJ,S,5T,D,,E05000139,,2020-12-23,0,CW3,268.0,,POINT (528954.7932961127 185275.3160594605),Fortress
17891,297043,05007206802914,E09000007,Camden,Inner London - West,205836063,DE CAUX 029 O/S 206-208,KENTISH TOWN ROAD,LONDON,NW5 2AD,Advertising Right,3,Other Public,,2.0,750.0,2017-04-01 00:00:00+00:00,2017,2021-03,374.25,LBC - D4365CE020,289.8,True,2010-04-01,4018.0,True,5162905,,I,,,CZ01,,528973.0,185279.0,51.5516691,-0.1411855,4,5210,E,2011-10-25,2020-03-22,2011-10-18,,,,,,,,,,,,,,,,,,ADVERTISING RIGHT AND PREMISES DE CAUX 029 OUTSIDE 206-208,,20400363,1,,,N,,,osgb5000005256810675,0,osgb5000005256810602,1,,205836063.0,KENTISH TOWN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW5 2TJ,,,N,,E05000139,,,0,CA,3.0,,POINT (528974.7888996109 185279.3182406988),Fortress
